Voltage(V)	Runtime
7.67		5856735
7.67		5856854
7.67		5856973
7.67		5857092
7.67		5857212
7.67		5857331
7.67		5857449
7.67		5857571
7.67		5857691
7.67		5857810
7.67		5857929
7.67		5858048
7.67		5858167
7.67		5858286
7.67		5858405
7.67		5858525
7.67		5858643
7.67		5858762
7.67		5858881
7.67		5859001
7.67		5859120
7.67		5859239
7.67		5859358
7.67		5859477
7.67		5859596
7.67		5859716
7.67		5859834
7.67		5859953
7.67		5860073
7.67		5860192
7.67		5860311
7.67		5860429
7.67		5860549
7.67		5860668
7.67		5860788
7.67		5860907
7.67		5861025
7.67		5861144
7.67		5861264
7.67		5861383
7.67		5861501
7.67		5861623
7.67		5861742
7.67		5861862
7.67		5861981
7.67		5862100
7.67		5862219
7.67		5862338
7.67		5862457
7.67		5862577
7.67		5862695
7.67		5862814
7.67		5862934
7.67		5863053
7.67		5863172
7.67		5863291
7.67		5863410
7.67		5863529
7.67		5863649
7.67		5863768
7.67		5863886
7.67		5864006
7.67		5864125
7.67		5864244
7.67		5864364
7.67		5864482
7.67		5864601
7.67		5864721
7.67		5864840
7.67		5864958
7.67		5865077
7.67		5865197
7.67		5865316
7.67		5865435
7.67		5865554
7.67		5865676
7.67		5865795
7.67		5865914
7.67		5866033
7.67		5866152
7.67		5866271
7.67		5866390
7.67		5866510
7.67		5866629
7.67		5866747
7.67		5866867
7.67		5866986
7.67		5867105
7.67		5867225
7.67		5867343
7.67		5867462
7.67		5867582
7.67		5867701
7.67		5867820
7.67		5867938
7.67		5868058
7.67		5868177
7.67		5868297
7.67		5868416
7.67		5868534
7.67		5868653
7.67		5868773
7.67		5868892
7.67		5869011
7.67		5869130
7.67		5869249
7.67		5869368
7.67		5869488
7.67		5869606
7.67		5869728
7.67		5869847
7.67		5869967
7.67		5870086
7.67		5870204
7.67		5870324
7.67		5870443
7.67		5870562
7.67		5870682
7.67		5870800
7.67		5870919
7.67		5871039
7.67		5871158
7.67		5871277
7.67		5871395
7.67		5871515
7.67		5871634
7.67		5871754
7.67		5871873
7.67		5871991
7.67		5872110
7.67		5872230
7.67		5872349
7.67		5872468
7.67		5872587
7.67		5872706
7.67		5872825
7.67		5872945
7.67		5873063
7.67		5873182
7.67		5873302
7.67		5873421
7.67		5873540
7.67		5873658
7.67		5873780
7.67		5873900
7.67		5874019
7.67		5874138
7.67		5874257
7.67		5874376
7.67		5874495
7.67		5874615
7.67		5874734
7.67		5874852
7.67		5874972
7.67		5875091
7.67		5875210
7.67		5875330
7.67		5875448
7.67		5875567
7.67		5875686
7.67		5875806
7.67		5875924
7.67		5876044
7.67		5876163
7.67		5876282
7.67		5876401
7.67		5876520
7.67		5876639
7.67		5876758
7.67		5876878
7.67		5876997
7.67		5877115
7.67		5877234
7.67		5877354
7.67		5877473
7.67		5877593
7.67		5877711
7.67		5877833
7.67		5877952
7.67		5878071
7.67		5878191
7.67		5878309
7.67		5878428
7.67		5878548
7.67		5878667
7.67		5878786
7.67		5878905
7.67		5879024
7.67		5879143
7.67		5879262
7.67		5879382
7.67		5879500
7.67		5879619
7.67		5879739
7.67		5879858
7.67		5879976
7.67		5880095
7.67		5880215
7.67		5880334
7.67		5880453
7.67		5880572
7.67		5880691
7.67		5880810
7.67		5880930
7.67		5881049
7.67		5881167
7.67		5881287
7.67		5881406
7.67		5881525
7.67		5881645
7.67		5881763
7.67		5881882
7.67		5882004
7.67		5882123
7.67		5882242
7.67		5882361
7.67		5882480
7.67		5882600
7.67		5882719
7.67		5882838
7.67		5882956
7.67		5883076
7.67		5883195
7.67		5883314
7.67		5883433
7.67		5883552
7.67		5883671
7.67		5883791
7.67		5883910
7.67		5884028
7.67		5884148
7.67		5884267
7.67		5884386
7.67		5884506
7.67		5884624
7.67		5884743
7.67		5884862
7.67		5884982
7.67		5885101
7.67		5885220
7.67		5885339
7.67		5885458
7.67		5885577
7.67		5885697
7.67		5885815
7.67		5885934
7.67		5886056
7.67		5886175
7.67		5886295
7.67		5886413
7.67		5886533
7.67		5886652
7.67		5886771
7.67		5886889
7.67		5887009
7.67		5887128
7.67		5887248
7.67		5887367
7.67		5887485
7.67		5887604
7.67		5887724
7.67		5887843
7.67		5887962
7.67		5888081
7.67		5888200
7.67		5888319
7.67		5888438
7.67		5888558
7.67		5888676
7.67		5888796
7.67		5888915
7.67		5889034
7.67		5889153
7.67		5889272
7.67		5889391
7.67		5889510
7.67		5889630
7.67		5889748
7.67		5889867
7.67		5889987
7.67		5890109
7.67		5890228
7.67		5890347
7.67		5890465
7.67		5890585
7.67		5890704
7.67		5890824
7.67		5890942
7.67		5891061
7.67		5891180
7.67		5891300
7.67		5891419
7.67		5891537
7.67		5891657
7.67		5891776
7.67		5891895
7.67		5892014
7.67		5892133
7.67		5892252
7.67		5892372
7.67		5892491
7.67		5892610
7.67		5892728
7.67		5892848
7.67		5892967
7.67		5893086
7.67		5893206
7.67		5893324
7.67		5893443
7.67		5893563
7.67		5893682
7.67		5893800
7.67		5893920
7.67		5894039
7.67		5894161
7.67		5894280
7.67		5894400
7.67		5894518
7.67		5894637
7.67		5894756
7.67		5894876
7.67		5894994
7.67		5895113
7.67		5895233
7.67		5895352
7.67		5895471
7.67		5895590
7.67		5895709
7.67		5895828
7.67		5895948
7.67		5896067
7.67		5896185
7.67		5896304
7.67		5896424
7.67		5896543
7.67		5896662
7.67		5896781
7.67		5896900
7.67		5897019
7.67		5897139
7.67		5897257
7.67		5897376
7.67		5897496
7.67		5897615
7.67		5897734
7.67		5897853
7.67		5897972
7.67		5898091
7.67		5898213
7.67		5898332
7.67		5898451
7.67		5898570
7.67		5898689
7.67		5898809
7.67		5898928
7.67		5899046
7.67		5899165
7.67		5899285
7.67		5899404
7.67		5899524
7.67		5899642
7.67		5899761
7.67		5899880
7.67		5900000
7.67		5900119
7.67		5900237
7.67		5900357
7.67		5900476
7.67		5900595
7.67		5900715
7.67		5900833
7.67		5900952
7.67		5901072
7.67		5901191
7.67		5901309
7.67		5901429
7.67		5901548
7.67		5901667
7.67		5901786
7.67		5901905
7.67		5902024
7.67		5902144
7.67		5902265
7.67		5902385
7.67		5902503
7.67		5902622
7.67		5902742
7.67		5902861
7.67		5902980
7.67		5903098
7.67		5903218
7.67		5903337
7.67		5903457
7.67		5903576
7.67		5903694
7.67		5903813
7.67		5903933
7.67		5904052
7.67		5904171
7.67		5904290
7.67		5904409
7.67		5904528
7.67		5904648
7.67		5904766
7.67		5904885
7.67		5905005
7.67		5905124
7.67		5905243
7.67		5905361
7.67		5905481
7.67		5905600
7.67		5905719
7.67		5905839
7.67		5905957
7.67		5906076
7.67		5906196
7.67		5906318
7.67		5906437
7.67		5906555
7.67		5906674
7.67		5906794
7.67		5906913
7.67		5907033
7.67		5907151
7.67		5907270
7.67		5907389
7.67		5907509
7.67		5907628
7.67		5907746
7.67		5907866
7.67		5907985
7.67		5908104
7.67		5908222
7.67		5908342
7.67		5908461
7.67		5908581
7.67		5908700
7.67		5908818
7.67		5908937
7.67		5909057
7.67		5909176
7.67		5909295
7.67		5909414
7.67		5909533
7.67		5909652
7.67		5909771
7.67		5909891
7.67		5910009
7.67		5910129
7.67		5910248
7.67		5910367
7.67		5910483
7.67		5910603
7.67		5910722
7.67		5910841
7.67		5910961
7.67		5911079
7.67		5911198
7.67		5911318
7.67		5911437
7.67		5911556
7.67		5911675
7.67		5911794
7.67		5911913
7.67		5912033
7.67		5912152
7.67		5912270
7.67		5912389
7.67		5912509
7.67		5912628
7.67		5912747
7.67		5912866
7.67		5912985
7.67		5913104
7.67		5913224
7.67		5913342
7.67		5913461
7.67		5913581
7.67		5913700
7.67		5913819
7.67		5913937
7.67		5914057
7.67		5914176
7.67		5914296
7.67		5914415
7.67		5914536
7.67		5914655
7.67		5914775
7.67		5914894
7.67		5915013
7.67		5915131
7.67		5915251
7.67		5915370
7.67		5915489
7.67		5915609
7.67		5915727
7.67		5915846
7.67		5915966
7.67		5916085
7.67		5916204
7.67		5916323
7.67		5916442
7.67		5916561
7.67		5916680
7.67		5916800
7.67		5916918
7.67		5917038
7.67		5917157
7.67		5917276
7.67		5917394
7.67		5917514
7.67		5917633
7.67		5917752
7.67		5917872
7.67		5917990
7.67		5918109
7.67		5918229
7.67		5918348
7.67		5918467
7.67		5918588
7.67		5918707
7.67		5918827
7.67		5918946
7.67		5919066
7.67		5919184
7.67		5919303
7.67		5919422
7.67		5919542
7.67		5919661
7.67		5919779
7.67		5919899
7.67		5920018
7.67		5920137
7.67		5920256
7.67		5920375
7.67		5920494
7.67		5920614
7.67		5920733
7.67		5920851
7.67		5920970
7.67		5921090
7.67		5921209
7.67		5921328
7.67		5921447
7.67		5921566
7.67		5921685
7.67		5921804
7.67		5921924
7.67		5922042
7.67		5922161
7.67		5922281
7.67		5922400
7.67		5922519
7.67		5922640
7.67		5922760
7.67		5922879
7.67		5922998
7.67		5923117
7.67		5923236
7.67		5923355
7.67		5923474
7.67		5923593
7.67		5923713
7.67		5923831
7.67		5923950
7.67		5924069
7.67		5924189
7.67		5924307
7.67		5924426
7.67		5924545
7.67		5924665
7.67		5924784
7.67		5924902
7.67		5925021
7.67		5925141
7.67		5925260
7.67		5925379
7.67		5925498
7.67		5925617
7.67		5925736
7.67		5925855
7.67		5925974
7.67		5926093
7.67		5926212
7.67		5926331
7.67		5926450
7.67		5926569
7.67		5926691
7.67		5926810
7.67		5926929
7.67		5927049
7.67		5927168
7.67		5927286
7.67		5927406
7.67		5927525
7.67		5927644
7.67		5927763
7.67		5927882
7.67		5928001
7.67		5928121
7.67		5928240
7.67		5928358
7.67		5928478
7.67		5928597
7.67		5928716
7.67		5928836
7.67		5928954
7.67		5929074
7.67		5929193
7.67		5929312
7.67		5929431
7.67		5929550
7.67		5929669
7.67		5929789
7.67		5929908
7.67		5930027
7.67		5930146
7.67		5930265
7.67		5930384
7.67		5930504
7.67		5930622
7.67		5930744
7.67		5930863
7.67		5930983
7.67		5931102
7.67		5931220
7.67		5931339
7.67		5931459
7.67		5931578
7.67		5931697
7.67		5931816
7.67		5931935
7.67		5932054
7.67		5932173
7.67		5932293
7.67		5932411
7.67		5932531
7.67		5932650
7.67		5932769
7.67		5932888
7.67		5933007
7.67		5933126
7.67		5933245
7.67		5933365
7.67		5933484
7.67		5933602
7.67		5933721
7.67		5933841
7.67		5933960
7.67		5934080
7.67		5934198
7.67		5934317
7.67		5934436
7.67		5934556
7.67		5934674
7.67		5934796
7.67		5934915
7.67		5935035
7.67		5935154
7.67		5935272
7.67		5935392
7.67		5935511
7.67		5935630
7.67		5935749
7.67		5935868
7.67		5935987
7.67		5936107
7.67		5936226
7.67		5936345
7.67		5936463
7.67		5936583
7.67		5936702
7.67		5936821
7.67		5936941
7.67		5937059
7.67		5937178
7.67		5937297
7.67		5937417
7.67		5937536
7.67		5937655
7.67		5937774
7.67		5937893
7.67		5938012
7.67		5938131
7.67		5938250
7.67		5938370
7.67		5938489
7.67		5938608
7.67		5938726
7.67		5938848
7.67		5938968
7.67		5939087
7.67		5939206
7.67		5939325
7.67		5939444
7.67		5939563
7.67		5939683
7.67		5939802
7.67		5939920
7.67		5940040
7.67		5940159
7.67		5940278
7.67		5940398
7.67		5940516
7.67		5940635
7.67		5940754
7.67		5940874
7.67		5940993
7.67		5941111
7.67		5941231
7.67		5941350
7.67		5941469
7.67		5941588
7.67		5941707
7.67		5941826
7.67		5941946
7.67		5942065
7.67		5942183
7.67		5942303
7.67		5942422
7.67		5942541
7.67		5942661
7.67		5942779
7.67		5942898
7.67		5943020
7.67		5943139
7.67		5943259
7.67		5943377
7.67		5943496
7.67		5943615
7.67		5943735
7.67		5943854
7.67		5943973
7.67		5944092
7.67		5944211
7.67		5944330
7.67		5944450
7.67		5944568
7.67		5944687
7.67		5944807
7.67		5944926
7.67		5945044
7.67		5945164
7.67		5945283
7.67		5945402
7.67		5945522
7.67		5945640
7.67		5945759
7.67		5945879
7.67		5945998
7.67		5946117
7.67		5946236
7.67		5946355
7.67		5946474
7.67		5946594
7.67		5946713
7.67		5946831
7.67		5946950
7.67		5947072
7.67		5947192
7.67		5947311
7.67		5947429
7.67		5947549
7.67		5947668
7.67		5947787
7.67		5947907
7.67		5948025
7.67		5948144
7.67		5948263
7.67		5948383
7.67		5948502
7.67		5948621
7.67		5948740
7.67		5948859
7.67		5948978
7.67		5949097
7.67		5949216
7.67		5949336
7.67		5949455
7.67		5949574
7.67		5949692
7.67		5949812
7.67		5949931
7.67		5950050
7.67		5950170
7.67		5950288
7.67		5950407
7.67		5950526
7.67		5950646
7.67		5950765
7.67		5950884
7.67		5951003
7.67		5951125
7.67		5951244
7.67		5951363
7.67		5951482
7.67		5951601
7.67		5951720
7.67		5951840
7.67		5951959
7.67		5952077
7.67		5952197
7.67		5952316
7.67		5952435
7.67		5952553
7.67		5952673
7.67		5952792
7.67		5952911
7.67		5953031
7.67		5953149
7.67		5953268
7.67		5953388
7.67		5953507
7.67		5953626
7.67		5953745
7.67		5953864
7.67		5953983
7.67		5954102
7.67		5954222
7.67		5954340
7.67		5954459
7.67		5954579
7.67		5954698
7.67		5954817
7.67		5954936
7.67		5955055
7.67		5955177
7.67		5955296
7.67		5955415
7.67		5955534
7.67		5955653
7.67		5955773
7.67		5955892
7.67		5956011
7.67		5956129
7.67		5956249
7.67		5956368
7.67		5956487
7.67		5956606
7.67		5956725
7.67		5956844
7.67		5956963
7.67		5957083
7.67		5957201
7.67		5957321
7.67		5957440
7.67		5957559
7.67		5957678
7.67		5957797
7.67		5957916
7.67		5958035
7.67		5958155
7.67		5958274
7.67		5958392
7.67		5958512
7.67		5958631
7.67		5958750
7.67		5958870
7.67		5958988
7.67		5959107
7.67		5959229
7.67		5959349
7.67		5959468
7.67		5959586
7.67		5959705
7.67		5959825
7.67		5959944
7.67		5960064
7.67		5960182
7.67		5960301
7.67		5960420
7.67		5960540
7.67		5960658
7.67		5960778
7.67		5960897
7.67		5961016
7.67		5961135
7.67		5961254
7.67		5961373
7.67		5961492
7.67		5961612
7.67		5961731
7.67		5961849
7.67		5961968
7.67		5962088
7.67		5962207
7.67		5962327
7.67		5962445
7.67		5962564
7.67		5962683
7.67		5962803
7.67		5962921
7.67		5963041
7.67		5963160
7.67		5963282
7.67		5963401
7.67		5963520
7.67		5963639
7.67		5963758
7.67		5963877
7.67		5963996
7.67		5964115
7.67		5964234
7.67		5964354
7.67		5964473
7.67		5964592
7.67		5964710
7.67		5964830
7.67		5964949
7.67		5965068
7.67		5965188
7.67		5965306
7.67		5965425
7.67		5965545
7.67		5965664
7.67		5965783
7.67		5965902
7.67		5966021
7.67		5966140
7.67		5966260
7.67		5966379
7.67		5966497
7.67		5966616
7.67		5966736
7.67		5966855
7.67		5966973
7.67		5967093
7.67		5967212
7.67		5967334
7.67		5967453
7.67		5967571
7.67		5967691
7.67		5967810
7.67		5967929
7.67		5968049
7.67		5968167
7.67		5968286
7.67		5968406
7.67		5968525
7.67		5968644
7.67		5968762
7.67		5968882
7.67		5969001
7.67		5969121
7.67		5969240
7.67		5969358
7.67		5969477
7.67		5969597
7.67		5969716
7.67		5969835
7.67		5969954
7.67		5970073
7.67		5970192
7.67		5970311
7.67		5970430
7.67		5970549
7.67		5970669
7.67		5970788
7.67		5970907
7.67		5971025
7.67		5971145
7.67		5971264
7.67		5971383
7.67		5971501
7.67		5971619
7.67		5971738
7.67		5971857
7.67		5971977
7.67		5972096
7.67		5972214
7.67		5972334
7.67		5972453
7.67		5972572
7.67		5972691
7.67		5972810
7.67		5972929
7.67		5973049
7.67		5973168
7.67		5973286
7.67		5973406
7.67		5973525
7.67		5973645
7.67		5973764
7.67		5973882
7.67		5974002
7.67		5974121
7.67		5974241
7.67		5974360
7.67		5974478
7.67		5974597
7.67		5974717
7.67		5974836
7.67		5974955
7.67		5975074
7.67		5975193
7.67		5975312
7.67		5975432
7.67		5975554
7.67		5975672
7.67		5975791
7.67		5975910
7.67		5976030
7.67		5976148
7.67		5976267
7.67		5976387
7.67		5976506
7.67		5976625
7.67		5976744
7.67		5976863
7.67		5976982
7.67		5977102
7.67		5977221
7.67		5977339
7.67		5977458
7.67		5977578
7.67		5977697
7.67		5977816
7.67		5977935
7.67		5978054
7.67		5978173
7.67		5978293
7.67		5978412
7.67		5978530
7.67		5978650
7.67		5978769
7.67		5978888
7.67		5979008
7.67		5979126
7.67		5979245
7.67		5979365
7.67		5979484
7.67		5979606
7.67		5979724
7.67		5979843
7.67		5979963
7.67		5980082
7.67		5980200
7.67		5980320
7.67		5980439
7.67		5980558
7.67		5980678
7.67		5980796
7.67		5980915
7.67		5981034
7.67		5981154
7.67		5981273
7.67		5981391
7.67		5981511
7.67		5981630
7.67		5981749
7.67		5981869
7.67		5981987
7.67		5982106
7.67		5982226
7.67		5982345
7.67		5982464
7.67		5982583
7.67		5982702
7.67		5982821
7.67		5982941
7.67		5983059
7.67		5983178
7.67		5983298
7.67		5983417
7.67		5983536
7.67		5983657
7.67		5983776
7.67		5983896
7.67		5984015
7.67		5984134
7.67		5984253
7.67		5984372
7.67		5984491
7.67		5984611
7.67		5984730
7.67		5984848
7.67		5984967
7.67		5985087
7.67		5985206
7.67		5985325
7.67		5985444
7.67		5985563
7.67		5985682
7.67		5985801
7.67		5985921
7.67		5986039
7.67		5986159
7.67		5986278
7.67		5986397
7.67		5986515
7.67		5986635
7.67		5986754
7.67		5986873
7.67		5986993
7.67		5987111
7.67		5987230
7.67		5987350
7.67		5987469
7.67		5987588
7.67		5987709
7.67		5987829
7.67		5987948
7.67		5988067
7.67		5988187
7.67		5988305
7.67		5988424
7.67		5988543
7.67		5988663
7.67		5988782
7.67		5988901
7.67		5989020
7.67		5989139
7.67		5989258
7.67		5989378
7.67		5989496
7.67		5989615
7.67		5989735
7.67		5989854
7.67		5989972
7.67		5990092
7.67		5990211
7.67		5990330
7.67		5990450
7.67		5990568
7.67		5990687
7.67		5990807
7.67		5990926
7.67		5991045
7.67		5991164
7.67		5991283
7.67		5991402
7.67		5991521
7.67		5991641
7.67		5991762
7.67		5991881
7.67		5992000
7.67		5992120
7.67		5992239
7.67		5992357
7.67		5992477
7.67		5992596
7.67		5992715
7.67		5992834
7.67		5992953
7.67		5993072
7.67		5993191
7.67		5993311
7.67		5993430
7.67		5993548
7.67		5993668
7.67		5993787
7.67		5993906
7.67		5994025
7.67		5994144
7.67		5994263
7.67		5994382
7.67		5994502
7.67		5994620
7.67		5994740
7.67		5994859
7.67		5994978
7.67		5995097
7.67		5995216
7.67		5995335
7.67		5995454
7.67		5995574
7.67		5995693
7.67		5995814
7.67		5995933
7.67		5996053
7.67		5996172
7.67		5996291
7.67		5996409
7.67		5996529
7.67		5996648
7.67		5996767
7.67		5996887
7.67		5997005
7.67		5997124
7.67		5997244
7.67		5997363
7.67		5997481
7.67		5997601
7.67		5997720
7.67		5997839
7.67		5997958
7.67		5998077
7.67		5998196
7.67		5998316
7.67		5998435
7.67		5998554
7.67		5998672
7.67		5998792
7.67		5998911
7.67		5999030
7.67		5999150
7.67		5999268
7.67		5999387
7.67		5999507
7.67		5999626
7.67		5999745
7.67		5999866
7.67		5999985
7.67		6000105
7.67		6000224
7.67		6000343
7.67		6000462
7.67		6000581
7.67		6000700
7.67		6000820
7.67		6000939
7.67		6001057
7.67		6001177
7.67		6001296
7.67		6001415
7.67		6001534
7.67		6001653
7.67		6001772
7.67		6001892
7.67		6002011
7.67		6002129
7.67		6002249
7.67		6002368
7.67		6002487
7.67		6002606
7.67		6002725
7.67		6002844
7.67		6002963
7.67		6003083
7.67		6003202
7.67		6003320
7.67		6003439
7.67		6003559
7.67		6003678
7.67		6003798
7.67		6003916
7.67		6004038
7.67		6004157
7.67		6004276
7.67		6004396
7.67		6004514
7.67		6004633
7.67		6004753
7.67		6004872
7.67		6004990
7.67		6005110
7.67		6005229
7.67		6005348
7.67		6005468
7.67		6005586
7.67		6005705
7.67		6005825
