Voltage(V)	Runtime
7.62		6375802
7.62		6375921
7.62		6376041
7.62		6376160
7.62		6376279
7.62		6376398
7.62		6376517
7.62		6376639
7.62		6376758
7.62		6376878
7.62		6376996
7.62		6377115
7.62		6377234
7.62		6377354
7.62		6377473
7.62		6377592
7.62		6377711
7.62		6377830
7.62		6377950
7.62		6378068
7.62		6378187
7.62		6378307
7.62		6378426
7.62		6378545
7.62		6378663
7.62		6378783
7.62		6378902
7.62		6379022
7.62		6379141
7.62		6379259
7.62		6379379
7.62		6379498
7.62		6379617
7.62		6379737
7.62		6379855
7.62		6379974
7.62		6380094
7.62		6380213
7.62		6380332
7.62		6380451
7.62		6380570
7.62		6380692
7.62		6380811
7.62		6380931
7.62		6381049
7.62		6381168
7.62		6381288
7.62		6381407
7.62		6381526
7.62		6381645
7.62		6381764
7.62		6381883
7.62		6382003
7.62		6382121
7.62		6382240
7.62		6382360
7.62		6382479
7.62		6382598
7.62		6382717
7.62		6382836
7.62		6382955
7.62		6383075
7.62		6383194
7.62		6383312
7.62		6383432
7.62		6383551
7.62		6383670
7.62		6383790
7.62		6383908
7.62		6384027
7.62		6384147
7.62		6384266
7.62		6384385
7.62		6384504
7.62		6384623
7.62		6384745
7.62		6384864
7.62		6384983
7.62		6385102
7.62		6385221
7.62		6385341
7.62		6385460
7.62		6385579
7.62		6385697
7.62		6385817
7.62		6385936
7.62		6386056
7.62		6386174
7.62		6386293
7.62		6386412
7.62		6386532
7.62		6386651
7.62		6386770
7.62		6386889
7.62		6387008
7.62		6387128
7.62		6387247
7.62		6387365
7.62		6387485
7.62		6387604
7.62		6387723
7.62		6387843
7.62		6387961
7.62		6388080
7.62		6388200
7.62		6388319
7.62		6388438
7.62		6388557
7.62		6388676
7.62		6388798
7.62		6388917
7.62		6389037
7.62		6389155
7.62		6389274
7.62		6389394
7.62		6389513
7.62		6389632
7.62		6389751
7.62		6389870
7.62		6389990
7.62		6390109
7.62		6390227
7.62		6390346
7.62		6390466
7.62		6390585
7.62		6390705
7.62		6390823
7.62		6390942
7.62		6391062
7.62		6391181
7.62		6391300
7.62		6391419
7.62		6391538
7.62		6391657
7.62		6391777
7.62		6391896
7.62		6392014
7.62		6392134
7.62		6392253
7.62		6392372
7.62		6392492
7.62		6392610
7.62		6392729
7.62		6392851
7.62		6392971
7.62		6393090
7.62		6393208
7.62		6393328
7.62		6393447
7.62		6393566
7.62		6393686
7.62		6393804
7.62		6393923
7.62		6394043
7.62		6394162
7.62		6394280
7.62		6394400
7.62		6394519
7.62		6394638
7.62		6394758
7.62		6394876
7.62		6394996
7.62		6395115
7.62		6395234
7.62		6395353
7.62		6395472
7.62		6395591
7.62		6395711
7.62		6395830
7.62		6395949
7.62		6396068
7.62		6396187
7.62		6396306
7.62		6396426
7.62		6396545
7.62		6396663
7.62		6396783
7.62		6396904
7.62		6397024
7.62		6397143
7.62		6397262
7.62		6397381
7.62		6397500
7.62		6397619
7.62		6397739
7.62		6397857
7.62		6397977
7.62		6398096
7.62		6398215
7.62		6398334
7.62		6398453
7.62		6398572
7.62		6398692
7.62		6398811
7.62		6398929
7.62		6399049
7.62		6399168
7.62		6399288
7.62		6399407
7.62		6399525
7.62		6399644
7.62		6399764
7.62		6399883
7.62		6400003
7.62		6400121
7.62		6400240
7.62		6400359
7.62		6400479
7.62		6400598
7.62		6400717
7.62		6400836
7.62		6400955
7.62		6401072
7.62		6401191
7.62		6401310
7.62		6401430
7.62		6401549
7.62		6401668
7.62		6401786
7.62		6401906
7.62		6402025
7.62		6402145
7.62		6402264
7.62		6402382
7.62		6402502
7.62		6402621
7.62		6402740
7.62		6402860
7.62		6402978
7.62		6403097
7.62		6403217
7.62		6403336
7.62		6403454
7.62		6403574
7.62		6403693
7.62		6403812
7.62		6403932
7.62		6404050
7.62		6404169
7.62		6404289
7.62		6404408
7.62		6404527
7.62		6404646
7.62		6404765
7.62		6404885
7.62		6405004
7.62		6405126
7.62		6405244
7.62		6405363
7.62		6405482
7.62		6405602
7.62		6405721
7.62		6405840
7.62		6405959
7.62		6406078
7.62		6406198
7.62		6406317
7.62		6406435
7.62		6406555
7.62		6406674
7.62		6406793
7.62		6406913
7.62		6407031
7.62		6407150
7.62		6407270
7.62		6407389
7.62		6407507
7.62		6407627
7.62		6407746
7.62		6407866
7.62		6407985
7.62		6408103
7.62		6408222
7.62		6408342
7.62		6408461
7.62		6408581
7.62		6408699
7.62		6408818
7.62		6408937
7.62		6409057
7.62		6409179
7.62		6409297
7.62		6409416
7.62		6409536
7.62		6409655
7.62		6409775
7.62		6409893
7.62		6410012
7.62		6410131
7.62		6410251
7.62		6410370
7.62		6410489
7.62		6410608
7.62		6410727
7.62		6410846
7.62		6410966
7.62		6411084
7.62		6411204
7.62		6411323
7.62		6411442
7.62		6411561
7.62		6411680
7.62		6411799
7.62		6411919
7.62		6412038
7.62		6412156
7.62		6412276
7.62		6412395
7.62		6412514
7.62		6412634
7.62		6412752
7.62		6412871
7.62		6412991
7.62		6413110
7.62		6413232
7.62		6413350
7.62		6413470
7.62		6413589
7.62		6413708
7.62		6413828
7.62		6413946
7.62		6414065
7.62		6414185
7.62		6414304
7.62		6414423
7.62		6414542
7.62		6414661
7.62		6414780
7.62		6414900
7.62		6415019
7.62		6415137
7.62		6415257
7.62		6415376
7.62		6415496
7.62		6415614
7.62		6415733
7.62		6415852
7.62		6415972
7.62		6416091
7.62		6416210
7.62		6416329
7.62		6416448
7.62		6416568
7.62		6416687
7.62		6416805
7.62		6416925
7.62		6417044
7.62		6417163
7.62		6417285
7.62		6417403
7.62		6417523
7.62		6417642
7.62		6417762
7.62		6417881
7.62		6417999
7.62		6418119
7.62		6418238
7.62		6418357
7.62		6418477
7.62		6418595
7.62		6418714
7.62		6418834
7.62		6418953
7.62		6419072
7.62		6419191
7.62		6419310
7.62		6419429
7.62		6419549
7.62		6419667
7.62		6419786
7.62		6419906
7.62		6420025
7.62		6420144
7.62		6420263
7.62		6420382
7.62		6420501
7.62		6420621
7.62		6420740
7.62		6420858
7.62		6420978
7.62		6421097
7.62		6421216
7.62		6421338
7.62		6421457
7.62		6421576
7.62		6421695
7.62		6421815
7.62		6421934
7.62		6422052
7.62		6422172
7.62		6422291
7.62		6422410
7.62		6422530
7.62		6422648
7.62		6422767
7.62		6422887
7.62		6423006
7.62		6423124
7.62		6423244
7.62		6423363
7.62		6423482
7.62		6423602
7.62		6423720
7.62		6423839
7.62		6423959
7.62		6424078
7.62		6424197
7.62		6424316
7.62		6424435
7.62		6424554
7.62		6424674
7.62		6424793
7.62		6424911
7.62		6425031
7.62		6425150
7.62		6425269
7.62		6425391
7.62		6425510
7.62		6425629
7.62		6425748
7.62		6425868
7.62		6425987
7.62		6426105
7.62		6426225
7.62		6426344
7.62		6426463
7.62		6426582
7.62		6426701
7.62		6426820
7.62		6426940
7.62		6427059
7.62		6427177
7.62		6427296
7.62		6427416
7.62		6427535
7.62		6427655
7.62		6427773
7.62		6427892
7.62		6428011
7.62		6428131
7.62		6428250
7.62		6428369
7.62		6428488
7.62		6428607
7.62		6428726
7.62		6428846
7.62		6428964
7.62		6429084
7.62		6429203
7.62		6429322
7.62		6429444
7.62		6429563
7.62		6429682
7.62		6429801
7.62		6429920
7.62		6430040
7.62		6430158
7.62		6430278
7.62		6430397
7.62		6430516
7.62		6430635
7.62		6430754
7.62		6430873
7.62		6430993
7.62		6431112
7.62		6431230
7.62		6431350
7.62		6431469
7.62		6431588
7.62		6431708
7.62		6431826
7.62		6431945
7.62		6432065
7.62		6432184
7.62		6432303
7.62		6432422
7.62		6432541
7.62		6432660
7.62		6432780
7.62		6432899
7.62		6433017
7.62		6433137
7.62		6433256
7.62		6433375
7.62		6433495
7.62		6433615
7.62		6433735
7.62		6433854
7.62		6433974
7.62		6434093
7.62		6434211
7.62		6434330
7.62		6434450
7.62		6434569
7.62		6434689
7.62		6434807
7.62		6434926
7.62		6435045
7.62		6435165
7.62		6435283
7.62		6435403
7.62		6435522
7.62		6435641
7.62		6435760
7.62		6435879
7.62		6435998
7.62		6436118
7.62		6436237
7.62		6436356
7.62		6436474
7.62		6436594
7.62		6436713
7.62		6436833
7.62		6436952
7.62		6437070
7.62		6437190
7.62		6437309
7.62		6437429
7.62		6437548
7.62		6437669
7.62		6437788
7.62		6437907
7.62		6438027
7.62		6438146
7.62		6438265
7.62		6438384
7.62		6438503
7.62		6438622
7.62		6438742
7.62		6438860
7.62		6438980
7.62		6439099
7.62		6439218
7.62		6439336
7.62		6439456
7.62		6439575
7.62		6439695
7.62		6439814
7.62		6439932
7.62		6440051
7.62		6440171
7.62		6440290
7.62		6440410
7.62		6440528
7.62		6440647
7.62		6440767
7.62		6440886
7.62		6441005
7.62		6441124
7.62		6441243
7.62		6441362
7.62		6441482
7.62		6441601
7.62		6441722
7.62		6441841
7.62		6441961
7.62		6442080
7.62		6442199
7.62		6442318
7.62		6442437
7.62		6442556
7.62		6442676
7.62		6442795
7.62		6442913
7.62		6443033
7.62		6443152
7.62		6443271
7.62		6443390
7.62		6443509
7.62		6443629
7.62		6443748
7.62		6443867
7.62		6443985
7.62		6444105
7.62		6444224
7.62		6444344
7.62		6444463
7.62		6444581
7.62		6444700
7.62		6444820
7.62		6444939
7.62		6445059
7.62		6445177
7.62		6445296
7.62		6445415
7.62		6445535
7.62		6445654
7.62		6445775
7.62		6445894
7.62		6446014
7.62		6446133
7.62		6446252
7.62		6446370
7.62		6446490
7.62		6446609
7.62		6446728
7.62		6446848
7.62		6446966
7.62		6447085
7.62		6447205
7.62		6447324
7.62		6447442
7.62		6447561
7.62		6447681
7.62		6447800
7.62		6447919
7.62		6448038
7.62		6448157
7.62		6448276
7.62		6448395
7.62		6448515
7.62		6448633
7.62		6448752
7.62		6448872
7.62		6448991
7.62		6449110
7.62		6449228
7.62		6449348
7.62		6449467
7.62		6449586
7.62		6449705
7.62		6449826
7.62		6449946
7.62		6450065
7.62		6450185
7.62		6450304
7.62		6450422
7.62		6450542
7.62		6450661
7.62		6450781
7.62		6450899
7.62		6451018
7.62		6451138
7.62		6451257
7.62		6451377
7.62		6451495
7.62		6451614
7.62		6451733
7.62		6451853
7.62		6451972
7.62		6452091
7.62		6452210
7.62		6452329
7.62		6452449
7.62		6452568
7.62		6452686
7.62		6452806
7.62		6452925
7.62		6453045
7.62		6453164
7.62		6453282
7.62		6453402
7.62		6453521
7.62		6453641
7.62		6453760
7.62		6453881
7.62		6454000
7.62		6454119
7.62		6454239
7.62		6454358
7.62		6454476
7.62		6454596
7.62		6454715
7.62		6454834
7.62		6454953
7.62		6455072
7.62		6455192
7.62		6455311
7.62		6455430
7.62		6455548
7.62		6455668
7.62		6455787
7.62		6455907
7.62		6456026
7.62		6456144
7.62		6456263
7.62		6456383
7.62		6456502
7.62		6456622
7.62		6456740
7.62		6456859
7.62		6456978
7.62		6457098
7.62		6457217
7.62		6457336
7.62		6457455
7.62		6457574
7.62		6457694
7.62		6457812
7.62		6457934
7.62		6458053
7.62		6458173
7.62		6458292
7.62		6458411
7.62		6458530
7.62		6458649
7.62		6458768
7.62		6458888
7.62		6459006
7.62		6459126
7.62		6459245
7.62		6459364
7.62		6459483
7.62		6459602
7.62		6459721
7.62		6459841
7.62		6459960
7.62		6460079
7.62		6460197
7.62		6460317
7.62		6460436
7.62		6460556
7.62		6460675
7.62		6460793
7.62		6460913
7.62		6461032
7.62		6461151
7.62		6461271
7.62		6461389
7.62		6461508
7.62		6461628
7.62		6461747
7.62		6461865
7.62		6461985
7.62		6462102
7.62		6462221
7.62		6462341
7.62		6462459
7.62		6462578
7.62		6462698
7.62		6462817
7.62		6462936
7.62		6463055
7.62		6463174
7.62		6463293
7.62		6463413
7.62		6463532
7.62		6463650
7.62		6463770
7.62		6463889
7.62		6464008
7.62		6464128
7.62		6464246
7.62		6464365
7.62		6464485
7.62		6464604
7.62		6464722
7.62		6464842
7.62		6464961
7.62		6465080
7.62		6465200
7.62		6465318
7.62		6465437
7.62		6465557
7.62		6465676
7.62		6465795
7.62		6465914
7.62		6466033
7.62		6466155
7.62		6466274
7.62		6466394
7.62		6466512
7.62		6466631
7.62		6466751
7.62		6466870
7.62		6466989
7.62		6467108
7.62		6467227
7.62		6467346
7.62		6467465
7.62		6467585
7.62		6467703
7.62		6467823
7.62		6467942
7.62		6468061
7.62		6468180
7.62		6468299
7.62		6468418
7.62		6468538
7.62		6468657
7.62		6468775
7.62		6468895
7.62		6469014
7.62		6469133
7.62		6469253
7.62		6469371
7.62		6469490
7.62		6469610
7.62		6469729
7.62		6469848
7.62		6469967
7.62		6470086
7.62		6470208
7.62		6470327
7.62		6470447
7.62		6470565
7.62		6470684
7.62		6470804
7.62		6470923
7.62		6471042
7.62		6471161
7.62		6471280
7.62		6471399
7.62		6471519
7.62		6471638
7.62		6471756
7.62		6471876
7.62		6471995
7.62		6472114
7.62		6472233
7.62		6472352
7.62		6472471
7.62		6472591
7.62		6472710
7.62		6472828
7.62		6472948
7.62		6473067
7.62		6473186
7.62		6473306
7.62		6473424
7.62		6473543
7.62		6473663
7.62		6473782
7.62		6473901
7.62		6474020
7.62		6474139
7.62		6474261
7.62		6474380
7.62		6474499
7.62		6474618
7.62		6474737
7.62		6474857
7.62		6474976
7.62		6475095
7.62		6475213
7.62		6475333
7.62		6475452
7.62		6475572
7.62		6475691
7.62		6475809
7.62		6475928
7.62		6476048
7.62		6476167
7.62		6476286
7.62		6476405
7.62		6476524
7.62		6476644
7.62		6476763
7.62		6476881
7.62		6477001
7.62		6477120
7.62		6477239
7.62		6477359
7.62		6477477
7.62		6477597
7.62		6477716
7.62		6477835
7.62		6477954
7.62		6478073
7.62		6478192
7.62		6478314
7.62		6478433
7.62		6478553
7.62		6478671
7.62		6478790
7.62		6478910
7.62		6479029
7.62		6479148
7.62		6479267
7.62		6479386
7.62		6479505
7.62		6479625
7.62		6479744
7.62		6479862
7.62		6479982
7.62		6480101
7.62		6480220
7.62		6480339
7.62		6480458
7.62		6480577
7.62		6480697
7.62		6480816
7.62		6480934
7.62		6481054
7.62		6481173
7.62		6481292
7.62		6481412
7.62		6481530
7.62		6481649
7.62		6481769
7.62		6481888
7.62		6482008
7.62		6482126
7.62		6482245
7.62		6482367
7.62		6482487
7.62		6482606
7.62		6482724
7.62		6482843
7.62		6482963
7.62		6483082
7.62		6483202
7.62		6483320
7.62		6483439
7.62		6483558
7.62		6483678
7.62		6483796
7.62		6483916
7.62		6484035
7.62		6484154
7.62		6484274
7.62		6484392
7.62		6484511
7.62		6484631
7.62		6484750
7.62		6484869
7.62		6484988
7.62		6485107
7.62		6485226
7.62		6485346
7.62		6485465
7.62		6485583
7.62		6485703
7.62		6485822
7.62		6485941
7.62		6486061
7.62		6486179
7.62		6486298
7.62		6486420
7.62		6486540
7.62		6486659
7.62		6486777
7.62		6486897
7.62		6487016
7.62		6487135
7.62		6487255
7.62		6487373
7.62		6487493
7.62		6487612
7.62		6487731
7.62		6487849
7.62		6487969
7.62		6488088
7.62		6488208
7.62		6488327
7.62		6488445
7.62		6488564
7.62		6488684
7.62		6488803
7.62		6488923
7.62		6489041
7.62		6489160
7.62		6489280
7.62		6489399
7.62		6489518
7.62		6489637
7.62		6489756
7.62		6489875
7.62		6489995
7.62		6490114
7.62		6490232
7.62		6490352
7.62		6490474
7.62		6490593
7.62		6490712
7.62		6490830
7.62		6490950
7.62		6491069
7.62		6491189
7.62		6491308
7.62		6491426
7.62		6491546
7.62		6491665
7.62		6491784
7.62		6491904
7.62		6492022
7.62		6492141
7.62		6492261
7.62		6492380
7.62		6492498
7.62		6492618
7.62		6492737
7.62		6492856
7.62		6492976
7.62		6493094
7.62		6493214
7.62		6493333
7.62		6493452
7.62		6493571
7.62		6493690
7.62		6493809
7.62		6493929
7.62		6494048
7.62		6494167
7.62		6494285
7.62		6494405
7.62		6494524
7.62		6494646
7.62		6494765
7.62		6494884
7.62		6495003
7.62		6495123
7.62		6495242
7.62		6495361
7.62		6495479
7.62		6495599
7.62		6495718
7.62		6495838
7.62		6495956
7.62		6496075
7.62		6496195
7.62		6496314
7.62		6496433
7.62		6496552
7.62		6496671
7.62		6496790
7.62		6496910
7.62		6497029
7.62		6497147
7.62		6497267
7.62		6497386
7.62		6497505
7.62		6497625
7.62		6497743
7.62		6497862
7.62		6497982
7.62		6498101
7.62		6498220
7.62		6498339
7.62		6498458
7.62		6498577
7.62		6498699
7.62		6498819
7.62		6498937
7.62		6499056
7.62		6499175
7.62		6499295
7.62		6499414
7.62		6499533
7.62		6499652
7.62		6499771
7.62		6499891
7.62		6500009
7.62		6500128
7.62		6500248
7.62		6500367
7.62		6500486
7.62		6500605
7.62		6500724
7.62		6500843
7.62		6500963
7.62		6501082
7.62		6501200
7.62		6501320
7.62		6501439
7.62		6501559
7.62		6501678
7.62		6501796
7.62		6501915
7.62		6502035
7.62		6502154
7.62		6502274
7.62		6502392
7.62		6502511
7.62		6502630
7.62		6502752
7.62		6502872
7.62		6502990
7.62		6503110
7.62		6503229
7.62		6503348
7.62		6503467
7.62		6503586
7.62		6503705
7.62		6503825
7.62		6503944
7.62		6504062
7.62		6504182
7.62		6504301
7.62		6504420
7.62		6504540
7.62		6504658
7.62		6504777
7.62		6504897
7.62		6505016
7.62		6505135
7.62		6505254
7.62		6505373
7.62		6505492
7.62		6505612
7.62		6505731
7.62		6505850
7.62		6505969
7.62		6506088
7.62		6506207
7.62		6506327
7.62		6506445
7.62		6506565
7.59		6506684
7.62		6506806
7.62		6506925
7.62		6507043
7.62		6507163
7.62		6507282
7.62		6507402
7.62		6507521
7.62		6507639
7.62		6507758
7.62		6507878
7.62		6507997
7.62		6508116
7.62		6508235
7.62		6508354
7.62		6508473
7.62		6508593
7.62		6508711
7.62		6508831
7.62		6508950
7.62		6509069
7.62		6509189
7.62		6509307
7.62		6509426
7.62		6509546
7.62		6509665
7.62		6509784
7.62		6509903
7.62		6510022
7.62		6510141
7.62		6510261
7.62		6510380
7.62		6510498
7.62		6510618
7.62		6510737
7.62		6510859
7.62		6510978
7.62		6511097
7.62		6511216
7.62		6511335
7.62		6511455
7.62		6511574
7.62		6511692
7.62		6511812
7.62		6511931
7.62		6512051
7.62		6512169
7.62		6512288
7.62		6512407
7.62		6512527
7.59		6512646
7.62		6512765
7.62		6512884
7.62		6513003
7.62		6513122
7.62		6513242
7.62		6513360
7.62		6513480
7.62		6513599
7.62		6513718
7.62		6513837
7.62		6513956
7.62		6514075
7.62		6514195
7.62		6514314
7.62		6514433
7.62		6514551
7.62		6514671
7.62		6514790
7.62		6514912
7.62		6515031
7.62		6515150
7.62		6515269
7.62		6515388
7.62		6515508
7.62		6515627
7.62		6515746
7.62		6515865
7.62		6515984
7.62		6516103
7.62		6516222
7.62		6516341
7.62		6516461
7.62		6516580
7.62		6516699
7.62		6516817
7.62		6516937
7.62		6517056
7.59		6517176
7.62		6517295
7.62		6517413
7.62		6517532
7.62		6517652
7.62		6517771
7.62		6517891
7.62		6518009
7.62		6518128
7.62		6518247
7.62		6518367
7.59		6518486
7.62		6518605
7.62		6518724
7.62		6518843
7.62		6518965
7.62		6519085
7.62		6519203
7.62		6519322
7.62		6519441
7.62		6519561
7.62		6519680
7.62		6519799
7.62		6519918
7.62		6520037
7.62		6520156
7.62		6520275
7.62		6520394
7.62		6520514
7.62		6520633
7.62		6520752
7.62		6520870
7.62		6520990
7.62		6521109
7.62		6521229
7.62		6521348
7.62		6521466
7.62		6521586
7.59		6521705
7.62		6521824
7.62		6521944
7.62		6522062
7.62		6522181
7.62		6522301
7.62		6522420
7.62		6522539
7.59		6522658
7.59		6522777
7.62		6522896
7.62		6523016
7.62		6523132
7.62		6523251
7.62		6523371
7.62		6523490
7.62		6523609
7.62		6523728
7.62		6523847
7.62		6523966
7.59		6524086
7.62		6524205
7.62		6524323
7.59		6524443
7.59		6524562
7.62		6524681
7.62		6524801
7.62		6524919
7.62		6525038
7.62		6525158
7.62		6525277
7.62		6525395
7.62		6525515
7.62		6525634
7.62		6525753
7.62		6525873
7.62		6525991
7.62		6526110
7.62		6526230
7.62		6526349
7.59		6526468
7.62		6526587
7.62		6526706
7.62		6526825
7.62		6526945
7.62		6527064
7.59		6527185
7.62		6527304
7.62		6527424
7.59		6527543
7.62		6527662
7.62		6527781
7.62		6527900
7.62		6528019
7.62		6528139
7.59		6528258
7.62		6528377
7.62		6528496
7.62		6528615
7.62		6528734
7.62		6528854
7.62		6528972
7.62		6529092
7.62		6529211
7.62		6529330
7.62		6529448
7.62		6529568
7.59		6529687
7.59		6529807
7.59		6529926
7.62		6530044
7.62		6530164
7.62		6530283
7.62		6530402
7.62		6530522
7.59		6530640
7.62		6530759
7.59		6530879
7.59		6530998
7.59		6531117
7.62		6531238
7.62		6531358
7.62		6531477
7.62		6531596
7.62		6531715
7.59		6531834
7.62		6531953
7.62		6532073
7.62		6532192
7.62		6532311
7.62		6532429
7.62		6532549
7.62		6532668
7.59		6532788
7.62		6532907
7.62		6533025
7.59		6533145
7.62		6533264
7.59		6533383
7.59		6533502
7.62		6533621
7.59		6533740
7.62		6533860
7.62		6533979
7.62		6534097
7.62		6534217
7.62		6534336
7.59		6534455
7.59		6534575
7.62		6534693
7.62		6534812
7.62		6534932
7.62		6535051
7.62		6535170
7.62		6535291
7.59		6535411
7.59		6535530
7.59		6535649
7.59		6535769
7.62		6535887
7.59		6536006
7.62		6536126
7.62		6536245
7.59		6536364
7.62		6536483
7.62		6536602
7.59		6536721
7.59		6536841
7.59		6536960
7.62		6537078
7.62		6537198
7.59		6537317
7.59		6537436
7.62		6537555
7.62		6537674
7.59		6537794
7.59		6537914
7.59		6538033
7.59		6538151
7.59		6538271
7.62		6538390
7.59		6538509
7.62		6538629
7.59		6538747
7.62		6538866
7.62		6538986
7.59		6539105
7.59		6539224
7.59		6539345
7.59		6539464
7.62		6539584
7.59		6539703
7.62		6539823
7.59		6539941
7.62		6540060
7.59		6540179
7.59		6540299
7.62		6540418
7.59		6540537
7.62		6540656
7.62		6540775
7.62		6540895
7.59		6541014
7.59		6541132
7.62		6541252
7.59		6541371
7.59		6541490
7.62		6541609
7.62		6541728
7.59		6541847
7.59		6541967
7.59		6542086
7.62		6542204
7.59		6542324
7.59		6542443
7.59		6542562
7.59		6542682
7.59		6542800
7.62		6542919
7.59		6543039
7.59		6543158
7.59		6543278
7.59		6543398
7.62		6543518
7.62		6543637
7.59		6543756
7.59		6543876
7.59		6543994
7.62		6544113
7.59		6544233
7.59		6544352
7.59		6544471
7.59		6544590
7.59		6544709
7.59		6544828
7.62		6544948
7.59		6545067
7.59		6545185
7.59		6545305
7.59		6545424
7.59		6545543
7.59		6545662
7.59		6545781
7.59		6545900
7.59		6546020
7.59		6546139
7.59		6546257
7.59		6546377
7.59		6546496
7.59		6546615
7.59		6546735
7.59		6546853
7.59		6546972
7.59		6547092
7.59		6547211
7.59		6547330
7.59		6547451
7.59		6547571
7.59		6547690
7.59		6547809
7.59		6547929
7.59		6548047
7.59		6548166
7.59		6548286
7.59		6548405
7.59		6548524
7.59		6548643
7.59		6548762
7.59		6548882
7.59		6549001
7.59		6549120
7.59		6549238
7.59		6549358
7.59		6549477
7.59		6549597
7.59		6549715
7.59		6549834
7.59		6549954
7.59		6550073
7.59		6550192
7.59		6550311
7.59		6550430
7.59		6550549
7.59		6550669
7.59		6550788
7.62		6550906
7.62		6551026
7.59		6551145
7.59		6551264
7.59		6551384
7.59		6551504
7.59		6551624
7.59		6551743
7.59		6551863
7.59		6551982
7.59		6552100
7.59		6552220
7.59		6552339
7.59		6552458
7.59		6552578
7.59		6552696
7.59		6552815
7.59		6552935
7.59		6553054
7.59		6553172
7.59		6553292
7.59		6553411
7.62		6553530
7.59		6553650
7.59		6553768
7.59		6553887
7.59		6554007
7.59		6554126
7.59		6554245
7.59		6554364
7.59		6554483
7.59		6554602
7.59		6554722
7.59		6554841
7.59		6554959
7.59		6555079
7.59		6555198
7.59		6555317
7.59		6555437
7.59		6555555
7.59		6555677
7.59		6555796
7.59		6555916
7.59		6556035
7.59		6556153
7.59		6556272
7.59		6556392
7.59		6556511
7.59		6556631
7.59		6556749
7.59		6556868
7.59		6556987
7.59		6557107
7.59		6557225
7.59		6557345
7.59		6557464
7.59		6557583
7.59		6557702
7.59		6557821
7.59		6557940
7.59		6558060
7.59		6558179
7.59		6558298
7.59		6558416
7.59		6558536
7.59		6558655
7.59		6558774
7.59		6558894
7.59		6559012
7.62		6559131
7.59		6559251
7.59		6559370
7.59		6559489
7.59		6559608
7.59		6559730
7.59		6559849
7.59		6559968
7.59		6560088
7.59		6560206
7.59		6560325
7.59		6560444
7.59		6560564
7.59		6560683
7.59		6560802
7.59		6560921
7.59		6561040
7.59		6561159
7.59		6561278
7.59		6561397
7.59		6561517
7.59		6561636
7.59		6561755
7.59		6561873
7.59		6561993
7.59		6562112
7.59		6562232
7.59		6562351
7.59		6562469
7.59		6562588
7.59		6562708
7.59		6562827
7.59		6562947
7.59		6563065
7.59		6563184
7.59		6563303
7.59		6563423
7.59		6563542
7.59		6563661
7.59		6563782
7.59		6563902
7.59		6564021
7.59		6564140
7.59		6564259
7.59		6564378
7.59		6564497
7.59		6564617
7.59		6564736
7.59		6564854
7.59		6564974
7.59		6565093
7.59		6565212
7.59		6565330
7.59		6565450
7.59		6565569
7.59		6565689
7.59		6565808
7.59		6565926
7.59		6566045
7.59		6566165
7.59		6566284
7.59		6566404
7.59		6566522
7.59		6566641
7.59		6566760
7.59		6566880
7.59		6566999
7.59		6567118
7.59		6567237
7.59		6567356
7.59		6567475
7.59		6567595
7.59		6567713
7.59		6567835
7.59		6567954
7.59		6568074
7.59		6568193
7.59		6568311
7.59		6568431
7.59		6568550
7.59		6568669
7.59		6568788
7.59		6568907
7.59		6569026
7.59		6569146
7.59		6569265
7.59		6569383
7.59		6569503
7.59		6569622
7.59		6569741
7.59		6569861
7.59		6570187
7.59		6570306
7.59		6570426
7.59		6570545
7.59		6570664
7.59		6570783
7.59		6570902
7.59		6571021
7.59		6571141
7.59		6571259
7.59		6571378
7.59		6571498
7.59		6571617
7.59		6571736
7.59		6571855
7.59		6571974
7.59		6572096
7.59		6572215
7.59		6572335
7.59		6572453
7.59		6572572
7.59		6572692
7.59		6572811
7.59		6572930
7.59		6573048
7.59		6573168
7.59		6573287
7.59		6573407
7.59		6573526
7.59		6573644
7.59		6573763
7.59		6573883
7.59		6574002
7.59		6574121
7.59		6574240
7.59		6574359
7.59		6574479
7.59		6574598
7.59		6574716
7.59		6574836
7.59		6574955
7.59		6575074
7.59		6575193
7.59		6575312
7.59		6575431
7.59		6575551
7.59		6575670
7.59		6575789
7.59		6575907
7.59		6576027
7.59		6576149
7.59		6576268
7.59		6576387
7.59		6576506
7.59		6576625
7.59		6576744
7.59		6576864
7.59		6576983
7.59		6577101
7.59		6577220
7.59		6577339
7.59		6577459
7.59		6577577
7.59		6577697
7.59		6577816
7.59		6577935
7.59		6578054
7.59		6578173
7.59		6578292
7.59		6578411
7.59		6578530
7.59		6578650
7.59		6578768
7.59		6578887
7.59		6579007
7.59		6579126
7.59		6579245
7.59		6579363
7.59		6579483
7.59		6579602
7.59		6579721
7.59		6579841
7.59		6579959
7.59		6580078
7.59		6580209
7.59		6580328
7.59		6580447
7.59		6580567
7.59		6580685
7.59		6580804
7.59		6580924
7.59		6581043
7.59		6581163
7.59		6581281
7.59		6581400
7.59		6581520
7.59		6581639
7.59		6581758
7.59		6581877
7.59		6581996
7.59		6582116
7.59		6582235
7.59		6582353
7.59		6582473
7.59		6582592
7.59		6582711
7.59		6582831
7.59		6582949
7.59		6583069
7.59		6583188
7.59		6583307
7.59		6583427
7.59		6583545
7.59		6583664
7.59		6583784
7.59		6583903
7.59		6584023
7.59		6584141
7.59		6584260
